,fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
552,TORDIS,Reservoir,"Tordis produces oil from Jurassic sandstone. The reservoirs in Tordis are in the Middle Jurassic Brent Group and the Lower Jurassic Statfjord Group. The structures Tordis Øst and Sørøst also include reworked Brent Group sediments in the Upper Jurassic Draupne Formation. The Borg reservoir is in Upper Jurassic intra-Draupne Formation sandstone, and the reservoir in Tordis Statfjord is in the Lower Jurassic Statfjord Group. The reservoirs are at depths of 2000-2500 metres and the reservoir quality is good to excellent.",43725,20.02.2026,17.07.2026
553,TORDIS,Development,"Tordis is a field in the Tampen area in the northern part of the North Sea, between the Statfjord and Gullfaks fields. The water depth is 150-220 metres. Tordis was discovered in 1987, and the plan for development and operation (PDO) was approved in 1991. The field has been developed with a central subsea manifold tied-back to the Gullfaks C facility, which also supplies water for injection. Seven single-well satellites and two 4-slots subsea templates are tied-back to the manifold. The production started in 1994. Tordis comprises three structures: Tordis, Borg and Tordis Statfjord. The Tordis structure includes several substructures. The PDO for Tordis Øst was approved in 1995 and for Borg in 1999. An amended PDO for a Tordis IOR subsea separation facility was approved in 2005.",43725,20.02.2026,17.07.2026
554,TORDIS,Recovery strategy,The field is produced by pressure support from water injection and by natural aquifer drive.,43725,20.02.2026,17.07.2026
555,TRESTAKK,Recovery strategy,The Field is produced by gas injection.,29396445,20.02.2026,17.07.2026
556,TRESTAKK,Status,"The production from the field has been lower than anticipated due to poorer reservoir properties than predicted and lower gas injection volumes. Starting in mid-2023, an updated gas injection strategy has been implemented, resulting in stabilised production rates. New infill targets are being evaluated.",29396445,20.02.2026,17.07.2026
557,TRESTAKK,Transport,"The well stream is transported to the Åsgard A facility for processing. Oil and condensate are temporarily stored at Åsgard A, and then shipped to market by shuttle tankers. The gas is exported through the Åsgard Transport System (ÅTS) to the Kårstø terminal.",29396445,20.02.2026,17.07.2026
558,TRESTAKK,Development,"Trestakk is a field in the central part of the Norwegian Sea, 20 kilometres south of the Åsgard field. The water depth is 300 metres. Trestakk was proven in 1986 and the plan for development and operation (PDO) was approved in 2017. The development concept consists of one subsea template with four well slots and an additional satellite well. The subsea installation is tied-back to the Åsgard A facility for processing and gas injection. The production started in 2019.",29396445,20.02.2026,17.07.2026
559,TRESTAKK,Reservoir,Trestakk produces oil from shallow marine sandstone of Middle Jurassic age in the Garn Formation. The reservoir is at a depth of 3900 metres and has moderate quality.,29396445,20.02.2026,17.07.2026
560,TROLL,Recovery strategy,"The gas in Troll Øst is recovered by pressure depletion through 39 wells drilled from Troll A. The oil in Troll Vest is produced from long horizontal wells, which penetrate the thin oil zone directly above the oil-water contact. The recovery strategy is based primarily on pressure depletion, but this is accompanied by a simultaneous expansion of both the gas cap above the oil zone and the underlying water zone. Some gas is also reinjected. Produced water was reinjected into the northern part of the Troll Vest oil province from 2000 to 2016.",46437,20.02.2026,17.07.2026
561,TROLL,Transport,"The gas from Troll Øst and Troll Vest is transported through three multiphase pipelines to the gas processing plant at Kollsnes. The condensate is separated from the gas and transported by pipeline to the Mongstad terminal. The dry gas is transported in Zeepipe II A and II B to Zeebrugge in Belgium. The oil from Troll B and Troll C is transported in the Troll Oil Pipelines I and II, respectively, to the oil terminal at Mongstad.",46437,20.02.2026,17.07.2026
562,TROLL,Status,"More than two million reservoir metres have been drilled on Troll. Drilling of new oil production wells on Troll concluded altogether; however, the need for future oil wells will be considered regularly. Various measures have been implemented and are in the preparation phase to improve gas capacity and production, such as drilling of several new gas wells in the coming years. A new gas export solution from Troll B to the Kvitebjørn gas pipeline started operation in 2025. ",46437,20.02.2026,17.07.2026
563,TROLL,Reservoir,"Troll contains very large amounts of gas resources and is also one of the largest oil producing fields on the Norwegian continental shelf. The field has two main structures: Troll Øst and Troll Vest. About two-thirds of the recoverable gas reserves lie in Troll Øst. The gas and oil reservoirs in the Troll Øst and Troll Vest structures consist primarily of shallow marine sandstone of Late Jurassic age in the Sognefjord Formation. Part of the reservoir is also in the underlying Fensfjord Formation of Middle Jurassic age. The field consists of three relatively large, rotated fault blocks. The eastern fault block constitutes Troll Øst. The reservoir depth at Troll Øst is 1330 metres. Pressure communication between Troll Øst and Troll Vest has been proven. Originally, the oil column in Troll Øst was mapped to be 0-4 metres thick. A well drilled in 2007 proved an oil column of 6-9 metres in the Fensfjord Formation in the northern segment of Troll Øst. The Troll Vest oil province originally had a 22 to 26-metre-thick oil column under a small gas cap, located at a depth of 1360 metres. The Troll Vest gas province originally had an oil column of 12-14 metres under a gas column of up to 200 metres. The oil column is now reduced to a thickness of only 1 to 5 metres. A significant volume of residual oil is encountered directly below the Troll Vest oil column.",46437,20.02.2026,17.07.2026
564,TROLL,Development,"Troll is a field in the northern part of the North Sea. The water depth is 300-330 metres. Troll was discovered in 1979, and the initial plan for development and operation (PDO) was approved in 1986. The plan was updated in 1990 and involved the transfer of gas processing to the Kollsnes terminal. The production started in 1995. A phased development was pursued for the Troll field, with Phase I recovering gas reserves in Troll Øst and Phase II focusing on the oil reserves in Troll Vest. Troll Phase I has been developed with Troll A, which is a fixed wellhead and compression platform with a concrete substructure. Troll A receives power from shore. The gas compression capacity at Troll A was increased in 2004/2005, and again in 2015. Troll Phase II was developed with Troll B, a floating concrete accommodation and production platform, and Troll C, a semi-submersible accommodation and production steel platform. The oil is produced from several subsea templates tied-back to Troll B and Troll C by flowlines. The production from Troll C started in 1999. The Troll C platform is also utilised for production from the Fram field. Several PDO amendments were approved in connection with various subsea templates at Troll Vest. A PDO for Troll Phase III (gas production from Troll Vest) was approved in 2018 and the production started in 2021. An amended PDO for power from shore to Troll Vest was approved in 2021, and both Troll B and Troll C have been operated partly with power from shore since 2024.",46437,20.02.2026,17.07.2026
565,TROLL BRENT B,Development,"Troll Brent B is a field near the Troll field in the northern part of the North Sea. The water depth is 340 metres. Troll Brent B was discovered in 2005, and was granted an exemption from the plan for development and operation (PDO) in 2017. Troll Brent B was planned to be developed with one multilateral production well drilled from the O-template connected to Troll C.",29398828,20.02.2026,17.07.2026
566,TROLL BRENT B,Status,"During drilling of the production well, oil reserves were proven to be significantly lower than originally assumed. It was therefore decided to be uneconomical to start production on the Troll Brent B field. The well was plugged; however, the well slot is available to be used for potential new targets on Troll Vest.",29398828,20.02.2026,17.07.2026
567,TROLL BRENT B,Reservoir,"The reservoir contains oil in sandstone of Middle Jurassic age in the Brent Group, stratigraphically underlying producing reservoirs on the Troll field. The reservoir is at a depth of 1900 metres.",29398828,20.02.2026,17.07.2026
568,TROLL BRENT B,Transport,There was no production from Troll Brent B.,29398828,20.02.2026,17.07.2026
569,TROLL BRENT B,Recovery strategy,The field was planned to be produced by pressure depletion.,29398828,20.02.2026,17.07.2026
570,TRYM,Development,"Trym is a field in the southern part of the Norwegian sector in the North Sea, three kilometres from the border to the Danish sector. The water depth is 65 metres. Trym was discovered in 1990, and the plan for development and operation (PDO) was approved in 2010. The field is developed with a subsea template including two horizontal production wells, tied to the Harald facility in the Danish sector. The production started in 2011.",18081500,20.02.2026,17.07.2026
571,TRYM,Reservoir,Trym produces gas and condensate from Middle Jurassic sandstone of the Sandnes Formation. The reservoir is at a depth of 3400 metres and has good quality.,18081500,20.02.2026,17.07.2026
572,TRYM,Recovery strategy,"The field is produced by pressure depletion. A low-pressure project was started in 2017 and is expected to accelerate production, thus increasing final recovery.",18081500,20.02.2026,17.07.2026
573,TRYM,Transport,The well stream is processed on the Harald facility for further transport through the Danish pipeline system via the Tyra field.,18081500,20.02.2026,17.07.2026
574,TRYM,Status,"Trym production started up again in November 2024, after a major redevelopment project on the Tyra field in the Danish sector.",18081500,20.02.2026,17.07.2026
575,TUNE,Development,"Tune is a field in the northern part of the North Sea, ten kilometres west of the Oseberg field. The water depth is 95 metres. Tune was discovered in 1995, and the plan for development and operation (PDO) was approved in 1999. The field has been developed with a subsea template and a satellite well tied to the Oseberg Field Centre. Production started in 2002. A PDO exemption was granted for the development of the northern part of the field in 2004. A similar exemption was granted for the southern part of the field in 2005.",853376,20.02.2026,17.07.2026
576,TUNE,Recovery strategy,The field is produced by pressure depletion. Low-pressure production has been implemented.,853376,20.02.2026,17.07.2026
577,TUNE,Transport,"The well stream from Tune is transported in pipelines to the Oseberg Field Centre, where the condensate is separated and transported to the Sture terminal through the Oseberg Transport System (OTS). Gas from Tune is injected in the Oseberg field, while the licensees can export a corresponding volume of sales gas from Oseberg.",853376,20.02.2026,17.07.2026
578,TUNE,Status,The Tune field is in its tail production phase and produces cyclically. The main challenges for Tune are old infrastructure and low reservoir pressure. The field was shut-down since 2022 because of well integrity issues. The production started again in 2024.,853376,20.02.2026,17.07.2026
579,TUNE,Reservoir,Tune produces gas and some condensate mainly from Middle Jurassic sandstone in the Tarbert Formation (Brent Group). The reservoir is at a depth of 3400 metres and divided into several inclined fault blocks . Another reservoir is in the underlying Statfjord Formation.,853376,20.02.2026,17.07.2026
580,TYRIHANS,Transport,"The well stream is sent to the Kristin platform for processing. Gas is exported from Kristin via the Åsgard Transport System (ÅTS) to the Kårstø terminal, while oil and condensate are transported by pipeline to the storage ship Åsgard C for export on shuttle tankers.",3960848,20.02.2026,17.07.2026
581,TYRIHANS,Status,"Drilling of new wells is challenging on Tyrihans because of reservoir depletion. To increase recovery for both oil and gas, work related to low pressure production and possibilities for infill wells is ongoing.",3960848,20.02.2026,17.07.2026
582,TYRIHANS,Recovery strategy,Tyrihans has earlier been produced with pressure support by water and gas injection. The main recovery strategy now is pressure depletion and gas cap expansion.,3960848,20.02.2026,17.07.2026
583,TYRIHANS,Development,"Tyrihans is a field in the Norwegian Sea, 25 kilometres southeast of the Åsgard field. The water depth is 270 metres. Tyrihans was discovered in 1983, and the plan for development and operation (PDO) was approved in 2006. The field is developed with five subsea templates tied-back to the Kristin platform, four templates for production and gas injection and one template for seawater injection. Gas for injection and gas lift is supplied from the Åsgard B platform. The production started in 2009.",3960848,20.02.2026,17.07.2026
584,TYRIHANS,Reservoir,Tyrihans produces oil and gas from two deposits: Tyrihans South and Tyrihans North. Tyrihans South has an oil column with a condensate-rich gas cap. Tyrihans North contains gas and condensate with a thin oil zone. The main reservoir in both deposits is in the Middle Jurassic Garn Formation at a depth of 3500 metres. The reservoirs are homogenous and of good quality. Oil is also produced from reservoirs in the Middle Jurassic Ile Formation.,3960848,20.02.2026,17.07.2026
585,TYRVING,Reservoir,"The reservoirs contain oil in sandstone of Paleocene age in the Heimdal Formation, at depths of 2140 and 2180 metres. The reservoir properties are excellent.",42002471,20.02.2026,17.07.2026
586,TYRVING,Recovery strategy,The drainage strategy is pressure depletion with aquifer support. ,42002471,20.02.2026,17.07.2026
587,TYRVING,Development,"Tyrving is a field in the central North Sea, 20 kilometres east of the Alvheim field. Tyrving consists of three discoveries: Trine, Trell and Trell North. The water depth is 120 metres. The plan for development and operation (PDO) was approved in June 2023. The development concept includes three production wells, one in each discovery, tied to the Alvheim production, storage and offloading vessel (FPSO). The production started in 2024.",42002471,20.02.2026,17.07.2026
588,TYRVING,Transport,"The well stream is routed by pipeline to the Alvheim FPSO, where the oil is offloaded to shuttle tankers. The gas is transported by pipeline from Alvheim to the Scottish Area Gas Evacuation (SAGE) pipeline in the UK sector.",42002471,20.02.2026,17.07.2026
589,TYRVING,Status,"The field has produced higher than expected, mainly due to delayed water cut. ",42002471,20.02.2026,17.07.2026
590,ULA,Recovery strategy,"Oil was initially recovered by pressure depletion, but after some years water injection was implemented to improve recovery. Water alternating gas injection (WAG) started in 1998. The WAG program has been extended with gas from the tied-in Tambar, Blane and Oda fields. Gas lift is used in some of the wells.",43800,20.02.2026,17.07.2026
591,ULA,Reservoir,Ula produces oil mainly from sandstone in the Upper Jurassic Ula Formation. The reservoir is at a depth of 3345 metres and consists of three units. There is also production from part of the underlying Triassic reservoir at a depth of 3450 metres. This is a tight sandstone reservoir with low effective permeability.,43800,20.02.2026,17.07.2026
592,ULA,Transport,The oil is transported by pipeline via the Ekofisk field to Teesside in the UK. All gas is reinjected into the reservoir to increase oil recovery.,43800,20.02.2026,17.07.2026
593,ULA,Development,"Ula is a field in the southern part of the Norwegian sector in the North Sea. The water depth is 70 metres. Ula was discovered in 1976, and the plan for development and operation (PDO) was approved in 1980. The development consists of three facilities for production, drilling and accommodation, which are connected by bridges. The production started in 1986. The gas capacity at Ula was upgraded in 2008 with a new gas processing and gas injection module (UGU) that doubled the capacity. A PDO exemption for the Triassic reservoir was granted in 2015. Ula is the processing facility for the Tambar, Blane and Oda fields.",43800,20.02.2026,17.07.2026
594,ULA,Status,Production from Ula is in the late life phase. Gas supply for WAG is challenging and the production is declining. It is planned to cease production in 2028. The resource estimates on Ula are more than three times higher than the original PDO estimates.,43800,20.02.2026,17.07.2026
595,URD,Recovery strategy,The field is produced by water injection and gas lift.,2834734,20.02.2026,17.07.2026
596,URD,Transport,"The well stream is processed on the Norne FPSO, and the oil is offloaded to shuttle tankers together with oil from the Norne field. The gas is sent from Norne to Åsgard, and then exported via the Åsgard Transport System (ÅTS) to the Kårstø terminal.",2834734,20.02.2026,17.07.2026
597,URD,Development,"Urd is a field in the Norwegian Sea, five kilometres northeast of the Norne field. The water depth is 380 metres. Urd was discovered in 2000, and the plan for development and operation (PDO) was approved in 2004. The field has three deposits: Svale, Svale North and Stær. The Urd field has been developed with subsea templates tied-back to the Norne production, storage and offloading vessel (FPSO). The production started in 2005 from Svale, from Stær in 2006 and from Svale North in 2016.",2834734,20.02.2026,17.07.2026
598,URD,Reservoir,"Urd produces oil from Lower to Middle Jurassic sandstone in the Åre, Tilje and Ile Formations. The field is structurally complex and segmented. The reservoirs are at depths of 1800-2300 metres and have moderate to good quality.",2834734,20.02.2026,17.07.2026
599,URD,Status,"Challenges for Urd are poor pressure support, increasing water cut, problems with the well stream (slugging and sand production) and failure of subsea/well equipment. A sidetrack of an existing producer was drilled in 2023.",2834734,20.02.2026,17.07.2026
600,UTGARD,Transport,The well stream from the Utgard field is processed at the Sleipner T facility. The sales gas is exported via Gassled (Area D). The unstable oil is transported by pipeline via Sleipner A to the Kårstø terminal for further processing and export.,28975098,20.02.2026,17.07.2026
601,UTGARD,Status,"Utgard is currently producing from two wells, and the key challenge on the field is the high water production. A sidetrack well in the eastern segment came on stream in 2025.",28975098,20.02.2026,17.07.2026
602,UTGARD,Recovery strategy,Utgard is produced by pressure depletion.,28975098,20.02.2026,17.07.2026
603,UTGARD,Reservoir,Utgard produces gas with high CO2 content and some condensate mainly from sandstone of Middle Jurassic age in the Hugin Formation. Minor hydrocarbon volumes occur in the Sleipner Formation. The field consists of two main segments (west and east) which are in pressure communication via the aquifer. The main reservoirs are at a depth of 3700 metres.,28975098,20.02.2026,17.07.2026
604,UTGARD,Development,"Utgard is a field in the central part of the Norwegian sector in the North Sea, on the border between Norway and the United Kingdom. The Norwegian share of the field is 62 per cent. Utgard is located 20 kilometres west of the Sleipner area. The water depth is 110-120 metres. The field was discovered in 1982 and the plan for development and operation (PDO) was approved in 2017. The development concept is a 4-slot subsea template with two wells tied-back to the Sleipner T facility for processing and reduction of the CO2 level in the gas. The subsea template is located in the Norwegian sector. The production started in 2019.",28975098,20.02.2026,17.07.2026
605,VALE,Transport,The well stream from Vale was routed to Heimdal for processing and export. Gas was exported via Vesterled to St Fergus in the UK. Condensate was transported by pipeline to the Brae field in the UK sector and further to Cruden Bay.,1578893,20.02.2026,17.07.2026
606,VALE,Reservoir,Vale produced gas and condensate from Middle Jurassic sandstone in the Brent Group. The reservoir is at a depth of 3700 metres and has low permeability.,1578893,20.02.2026,17.07.2026
607,VALE,Development,"Vale is a field in the central part of the North Sea, 16 kilometres north of the Heimdal field. The water depth is 115 metres. Vale was discovered in 1991, and the plan for development and operation (PDO) was approved in 2001. The field was developed with a subsea template including one horizontal production well with a single side track, tied-back to the Heimdal facility. The production started in 2002.",1578893,20.02.2026,17.07.2026
608,VALE,Status,Vale was shut down in 2023. Decommissioning of the subsea template must be completed by the end of 2028.,1578893,20.02.2026,17.07.2026
609,VALE,Recovery strategy,The field was produced by pressure depletion.,1578893,20.02.2026,17.07.2026
610,VALEMON,Recovery strategy,The field is produced by pressure depletion.,20460969,20.02.2026,17.07.2026
611,VALEMON,Reservoir,Valemon produces gas and condensate from Lower Jurassic sandstone in the Cook Formation and Middle Jurassic sandstone in the Brent Group. The deposit has a complex structure with many fault blocks. The reservoirs are at depths of 3900-4200 metres and have high temperature and high pressure (HTHP).,20460969,20.02.2026,17.07.2026
612,VALEMON,Development,"Valemon is a field in the northern part of the North Sea, just west of the Kvitebjørn field. The water depth is 135 metres. Valemon was discovered in 1985, and the plan for development and operation (PDO) was approved in 2011. The field is developed with a fixed production platform with a simplified separation process design. The platform is remotely controlled from an operations centre onshore. The production started in 2015.",20460969,20.02.2026,17.07.2026
613,VALEMON,Transport,"The wellstream is transported to Kvitebjørn for processing. Rich gas is transported through the Kvitebjørn Gas Pipeline to the Kollsnes terminal, while condensate is transported in a pipeline tied to the Troll Oil Pipeline II and further to the Mongstad terminal. Until mid-2023, the gas was exported to Heimdal.",20460969,20.02.2026,17.07.2026
614,VALEMON,Status,"Due to production experience and rapid pressure decline in the reservoirs, the estimated recoverable volumes have been significantly reduced since the PDO. The second drilling campaign including four new production wells started in 2021, and the last of the wells came on stream in mid-2023. The production contribution from the new wells is below expectations. After closing of the Heimdal facility  in 2023, permanent rerouting of the Valemon gas export via Kvitebjørn to the Kollsnes terminal was initiated.",20460969,20.02.2026,17.07.2026
615,VALHALL,Development,"Valhall is a field in the southern part of the Norwegian sector in the North Sea. The water depth is 70 metres. Valhall was discovered in 1975, and the initial plan for development and operation (PDO) was approved in 1977. The field was originally developed with three facilities for accommodation (QP), drilling (DP), and processing and compression (PCP). The production started in 1982. A PDO for a wellhead facility (WP) was approved in 1995 and for a water injection platform (IP) in 2000. Bridges connect the platforms. A PDO for two wellhead platforms on the northern and southern flanks was approved in 2001. A PDO for Valhall Redevelopment was approved in 2007. The plan included an accommodation and processing platform (PH) to replace aging facilities on the field. The PH-platform is supplied with power from shore. A PDO for Valhall Flank West which included a normally unmanned wellhead platform was approved in 2018, and the production started in 2019. An amended PDO for a new production and wellhead platform (PWP) was approved in June 2023.",43548,20.02.2026,17.07.2026
616,VALHALL,Reservoir,Valhall produces oil from chalk in the Upper Cretaceous Hod and Tor Formations. The reservoir depth is 2400 metres. The Tor Formation chalk is fine-grained and has good reservoir quality. Considerable fracturing allows oil and water to flow more easily than in the underlying Hod Formation.,43548,20.02.2026,17.07.2026
617,VALHALL,Recovery strategy,The field was initially produced with pressure depletion and compaction drive. Water injection in the centre of the field started in 2004. Chalk compaction as a result of pressure depletion and water weakening has led to seabed subsidence. Gas lift is used to optimise production in most of the production wells.,43548,20.02.2026,17.07.2026
618,VALHALL,Transport,Oil and NGL (Natural Gas Liquids) are routed via pipeline to the Ekofisk field and further to Teesside in the UK. Gas is sent via Norpipe to Emden in Germany.,43548,20.02.2026,17.07.2026
619,VALHALL,Status,"The Valhall field has produced more than one billion barrels of oil equivalents, which is three times more than the original PDO estimate. New completion technology to increase recovery from the tight chalk reservoir is implemented in a new producer drilled on the northern flank of Valhall. Drilling of new wells will continue in the foreseeable future. Decommissioning of the QP, PCP and DP facilities must be completed by the end of 2026. Start-up of production from the new platform (PWP) is planned for 2027.",43548,20.02.2026,17.07.2026
620,VARG,Transport,Oil was off-loaded from the production vessel onto tankers. All gas was reinjected until gas export started in 2014. A pipeline was installed between the Varg and Rev fields to export the gas to the UK via the Central Area Transmission System (CATS).,43451,20.02.2026,17.07.2026
621,VARG,Status,"The decommissioning plan for Varg was approved in 2001. The plan then was to produce until summer 2002, but measures implemented on the field prolonged its lifetime. A new decommissioning plan was submitted in 2015. Varg was shut down in 2016, and the facility was removed in 2018.",43451,20.02.2026,17.07.2026
622,VARG,Recovery strategy,The field was produced with pressure maintenance using water and gas injection. The smaller structures were produced by pressure depletion. All wells were produced with gas lift.,43451,20.02.2026,17.07.2026
623,VARG,Reservoir,Varg produced oil mainly from Upper Jurassic sandstone in the Ula Formation. The reservoir is at a depth of about 2700 metres. The structure is segmented and includes several isolated compartments with varying reservoir properties.,43451,20.02.2026,17.07.2026
624,VARG,Development,"Varg is a field in the central part of the North Sea, south of the Sleipner Øst field. The water depth is 85 metres. Varg was discovered in 1984, and the plan for development and operation (PDO) was approved in 1996. The field was developed with a production vessel, Petrojarl Varg, which had integrated oil storage and was connected to the wellhead facility Varg A. The production started in 1998.",43451,20.02.2026,17.07.2026
625,VEGA,Reservoir,"Vega produces gas and condensate from Middle Jurassic shallow marine sandstone in the Brent Group. Vega Sør additionally has an oil zone overlying the gas/condensate deposit. The reservoirs are at a depth of 3500 metres, and the quality varies from poor to medium across the field.",4467595,20.02.2026,17.07.2026
626,VEGA,Status,Vega production is on decline. The main reservoir management focus on Vega is to secure stable production from all the three structures within the available gas capacity on Gjøa. The strategy is to prioritise production from Vega Sør and then fill up the capacity with production from Vega Nord and Sentral.,4467595,20.02.2026,17.07.2026
627,VEGA,Recovery strategy,The field is produced by pressure depletion.,4467595,20.02.2026,17.07.2026
628,VEGA,Transport,The well stream is sent to the Gjøa field for processing. Oil and condensate are transported from Gjøa to the Troll Oil Pipeline II for further transport to the Mongstad terminal. The rich gas is exported to the Far North Liquids and Associated Gas System (FLAGS) on the British continental shelf for further transport to St Fergus in the UK.,4467595,20.02.2026,17.07.2026
629,VEGA,Development,"Vega is a field in the northern part of the North Sea, 30 kilometres west of the Gjøa field. The water depth is 370 metres. Vega was discovered in 1981. The field consists of three separate structures: Vega Nord, Vega Sentral and Vega Sør. The plan for development and operation (PDO) for Vega Nord and Vega Sentral was approved in 2007. In 2011, the field was unitised with Vega Sør. The field has been developed with three 4-slot subsea templates, one on each structure. They are tied to the processing facility on the Gjøa platform. A total of nine production wells have been drilled. The production started in 2010.",4467595,20.02.2026,17.07.2026
630,VERDANDE,Development,"Verdande is a field in the Norwegian Sea, 10 kilometres north of the Norne field. The water depth is 380 metres. Verdande was discovered in 2017, and the plan for development and operation (PDO) was approved in 2023. The development concept includes a subsea template with three production wells tied-back to the Norne floating production, storage and offloading vessel (FPSO).",42002481,20.02.2026,17.07.2026
631,VERDANDE,Transport,The gas is exported via the Åsgard Transport System (ÅTS) to the terminal at Kårstø. Oil and condensate is offloaded from the Norne FPSO to shuttle tankers.,42002481,20.02.2026,17.07.2026
632,VERDANDE,Status,The production started in December 2025.,42002481,20.02.2026,17.07.2026
633,VERDANDE,Reservoir,The reservoir contains oil and gas in sandstone of Early Cretaceous age in the Lange Formation. It is at a depth of about 3000 metres and has good quality.,42002481,20.02.2026,17.07.2026
634,VERDANDE,Recovery strategy,The field is produced by pressure depletion.,42002481,20.02.2026,17.07.2026
635,VESLEFRIKK,Reservoir,"Veslefrikk produced oil and some gas from Jurassic sandstone in the Statfjord, Dunlin and Brent Groups. The main reservoir was in the Brent Group. The reservoir depths are between 2800 and 3200 metres.",43618,20.02.2026,17.07.2026
636,VESLEFRIKK,Development,"Veslefrikk is a field in the northern part of the North Sea, 30 kilometres north of the Oseberg field. The water depth is 185 metres. Veslefrikk was discovered in 1981, and the plan for development and operation (PDO) was approved in 1987. The field was developed with two facilities, Veslefrikk A and Veslefrikk B. Veslefrikk A is a fixed steel wellhead facility with bridge connection to Veslefrikk B. Veslefrikk B is a semi-submersible facility for processing and accommodation. The production started in 1989. In 1994, PDOs were approved for the Statfjord reservoir and for the reservoirs in the Upper Brent and I-segment. PDO exemptions were granted for the development of several discoveries in the years 1994-2002.",43618,20.02.2026,17.07.2026
637,VESLEFRIKK,Status,"Veslefrikk was shut down in 2022, and Veslefrikk B was removed from the field. Decommissioning must be completed by the end of 2027.",43618,20.02.2026,17.07.2026
638,VESLEFRIKK,Transport,The oil was exported via the Oseberg Transport System (OTS) to the Sture terminal. The gas was exported through Statpipe to the Kårstø terminal.,43618,20.02.2026,17.07.2026
639,VESLEFRIKK,Recovery strategy,Veslefrikk had earlier been produced with pressure support from water alternating gas injection (WAG) in the Brent and Dunlin reservoirs and with gas recycling in the Statfjord reservoir. The field was subsequently produced by depletion until shut-in.,43618,20.02.2026,17.07.2026
640,VEST EKOFISK,Status,"The field is under development, and the production is planned to start in 2028.",43513,08.05.2026,17.07.2026
641,VEST EKOFISK,Reservoir,The reservoir contains gas and condensate from fractured chalk of Late Cretaceous age in the Tor Formation and of early Paleocene age in the Ekofisk Formation. The reservoir is at a depth of 3200 metres above a salt dome.,43513,09.05.2026,17.07.2026
642,VEST EKOFISK,Recovery strategy,The field will be produced by pressure depletion.,43513,08.05.2026,17.07.2026
643,VEST EKOFISK,Development,"Vest Ekofisk is a field in the southern part of the Norwegian sector in the North Sea, five kilometres west of the Ekofisk field. The water depth is 70 metres. Vest Ekofisk was discovered in 1970. The original plan for development and operation (PDO) was approved in 1973, and production started in 1977. The field was developed with a combined drilling, production and living quarters facility. Vest Ekofisk was shut down in 1998, and the facility was removed in 2012. A PDO for the redevelopment of Vest Ekofisk was approved in 2026. The development concept includes a subsea template with three wells tied back to the Ekofisk Centre.",43513,08.05.2026,17.07.2026
644,VEST EKOFISK,Transport,The well stream will be transported via pipeline to the Ekofisk Complex for further export.,43513,08.05.2026,17.07.2026
645,VIGDIS,Reservoir,"Vigdis produces oil from sandstone in several structures. The reservoirs in Vigdis Brent and Lomre are in the Middle Jurassic Brent Group, while the reservoirs in Vigdis Øst-Nordøst are in the Upper Triassic and Lower Jurassic Statfjord Group. The Borg Nordvest reservoir is in Upper Jurassic intra-Draupne sandstone. The reservoirs are at depths of 2200-2600 metres and have generally good quality.",43732,20.02.2026,17.07.2026
646,VIGDIS,Status,"The strategy on Vigdis is to maintain reservoir pressure by water injection, while maximising production capacity and regularity. New well targets are being matured. There are no unused slots, and new wells must therefore be drilled as sidetracks from existing wells.  ",43732,20.02.2026,17.07.2026
647,VIGDIS,Development,"Vigdis is a field in the Tampen area in the northern part of the North Sea, between the Snorre, Statfjord and Gullfaks fields. The water depth is 280 metres. Vigdis was discovered in 1986, and the plan for development and operation (PDO) was approved in 1994. Vigdis comprises four structures: Vigdis Brent, Borg Nordvest, Vigdis Øst-Nordøst and Lomre. The Vigdis Brent structure includes several substructures. The field has been developed with seven subsea templates and two satellite wells connected to the Snorre A facility. The production started in 1997. Oil from Vigdis is processed in a dedicated processing module on Snorre A. Injection water is supplied from Snorre A and Statfjord C.  A PDO for Vigdis Extension, including the discovery 34/7-23 S and adjoining deposits, was approved in 2002. The PDO for Vigdis Nordøst was approved in 2011. A PDO exemption was granted for Lomre in 2022.",43732,20.02.2026,17.07.2026
648,VIGDIS,Transport,The well stream from Vigdis is routed to Snorre A through two flowlines. Stabilised oil is transported by pipeline from Snorre A to Gullfaks A for storage and export. All produced gas from Vigdis is reinjected into the Snorre reservoir.,43732,20.02.2026,17.07.2026
649,VIGDIS,Recovery strategy,The field is produced by pressure support using water injection. Some of the reservoirs are affected by pressure depletion on the Statfjord field.,43732,20.02.2026,17.07.2026
650,VILJE,Development,"Vilje is a field in the central part of the North Sea, 20 kilometres northeast of the Alvheim field. The water depth is 120 metres. Vilje was discovered in 2003, and the plan for development for operation (PDO) was approved in 2005. The field is developed with three horizontal subsea wells tied-back to the Alvheim production, storage and offloading vessel (FPSO). The production started in 2008. The Skogul field is tied-back to the Alvheim FPSO via the Vilje template.",3392471,20.02.2026,17.07.2026
651,VILJE,Reservoir,Vilje produces oil from turbidite sandstone of Paleocene age in the Heimdal Formation. The reservoir is in a fan system at a depth of 2150 metres and has good quality.,3392471,20.02.2026,17.07.2026
652,VILJE,Recovery strategy,The field is produced by natural water drive from the regional underlying Heimdal aquifer. The production is assisted by gas lift.,3392471,20.02.2026,17.07.2026
